Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779881438,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1779881439,5,,Aggregated,0.000000,0.000000,38,38,46,46,60,60,60,60,60,60,60,6,0,35,38.8524929973452,22.827125008916482,60.20641600480303,51.5
1779881440,10,,Aggregated,0.000000,0.000000,35,38,60,62,65,65,65,65,65,65,65,18,0,32,36.520451333166825,9.342958015622571,65.29812500230037,46.333333333333336
1779881441,15,,Aggregated,6.000000,0.000000,36,43,60,64,88,110,110,110,110,110,110,29,0,36,41.306357722376184,9.342958015622571,109.93466700892895,44.89655172413793
1779881442,20,,Aggregated,8.500000,0.000000,32,39,46,62,100,110,170,170,170,170,170,47,0,32,41.84988299768636,8.355458994628862,173.14758399152197,41.276595744680854
1779881443,25,,Aggregated,9.000000,0.000000,25,35,39,60,67,110,120,170,170,170,170,75,0,25,34.20434614410624,8.222167001804337,173.14758399152197,40.373333333333335
1779881444,30,,Aggregated,11.500000,0.000000,18,28,35,38,64,88,110,120,170,170,170,102,0,18,29.264918331903697,6.767041981220245,173.14758399152197,40.509803921568626
1779881445,35,,Aggregated,13.800000,0.000000,16,23,30,35,62,69,110,120,170,170,170,129,0,16,25.732481618666327,5.982500006211922,173.14758399152197,41.3875968992248
1779881446,40,,Aggregated,16.333333,0.000000,15,20,25,30,43,65,110,120,170,170,170,166,0,15,23.035715402669204,5.982500006211922,173.14758399152197,40.98192771084337
1779881447,45,,Aggregated,18.285714,0.000000,15,18,23,27,39,64,100,110,170,170,170,210,0,14,21.170635741908058,5.982500006211922,173.14758399152197,41.142857142857146
1779881448,50,,Aggregated,20.375000,0.000000,13,16,20,24,36,62,100,110,170,170,170,248,0,13,19.549221458873944,5.982500006211922,173.14758399152197,40.36693548387097
1779881449,55,,Aggregated,22.111111,0.000000,13,16,18,22,33,60,88,110,170,170,170,295,0,13,18.470158792886156,5.982500006211922,173.14758399152197,39.80677966101695
1779881450,60,,Aggregated,24.300000,0.000000,13,16,18,20,32,43,69,110,170,170,170,341,0,13,17.72085474455822,5.982500006211922,173.14758399152197,39.407624633431084
1779881451,65,,Aggregated,28.400000,0.000000,12,15,17,19,32,47,67,110,170,170,170,396,0,12,17.148519585566415,5.819832993438467,173.14758399152197,39.82070707070707
1779881452,70,,Aggregated,31.400000,0.000000,12,15,18,20,32,46,65,100,170,170,170,449,0,12,17.29966325123788,5.819832993438467,173.14758399152197,39.02227171492205
1779881453,75,,Aggregated,36.400000,0.000000,12,16,19,23,37,64,90,110,170,170,170,517,0,12,19.302125411376995,5.819832993438467,173.14758399152197,39.458413926499034
1779881454,80,,Aggregated,39.300000,0.000000,12,15,18,21,35,60,88,110,170,170,170,582,0,12,18.286970581741734,5.819832993438467,173.14758399152197,40.029209621993125
1779881455,85,,Aggregated,43.900000,0.000000,11,15,17,20,32,53,80,110,170,170,170,642,0,11,17.592460480603865,5.819832993438467,173.14758399152197,40.03115264797508
1779881456,90,,Aggregated,46.800000,0.000000,11,14,17,19,31,48,72,110,170,170,170,728,0,11,16.67973912553062,5.819832993438467,173.14758399152197,39.77884615384615
