Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779882409,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1779882410,5,,Aggregated,0.000000,0.000000,22,22,26,26,31,31,31,31,31,31,31,6,0,21,23.668625003968675,20.683957991423085,31.12175001297146,43.666666666666664
1779882411,10,,Aggregated,0.000000,0.000000,22,30,31,38,49,50,50,50,50,50,50,19,0,22,26.308616263314004,11.291290982626379,49.84024999430403,38.78947368421053
1779882412,15,,Aggregated,5.000000,0.000000,22,30,31,33,45,49,50,50,50,50,50,35,0,22,24.66213217121549,8.97854199865833,49.84024999430403,37.6
1779882413,20,,Aggregated,6.000000,0.000000,21,24,30,30,38,46,49,50,50,50,50,53,0,21,22.675516527532686,8.97854199865833,49.84024999430403,40.54716981132076
1779882414,20,,Aggregated,8.666667,0.000000,18,23,26,30,38,45,49,50,50,50,50,69,0,18,20.967061579078976,7.063249999191612,49.84024999430403,41.01449275362319
1779882415,20,,Aggregated,10.750000,0.000000,17,22,25,28,31,43,49,50,50,50,50,87,0,17,20.13773703445873,7.063249999191612,49.84024999430403,41.57471264367816
1779882416,20,,Aggregated,11.400000,0.000000,17,22,25,26,30,38,46,49,50,50,50,103,0,17,19.851805368727707,7.063249999191612,49.84024999430403,42.58252427184466
1779882417,20,,Aggregated,11.833333,0.000000,16,21,24,26,30,38,46,49,50,50,50,116,0,16,19.32671584428794,7.063249999191612,49.84024999430403,42.775862068965516
1779882418,20,,Aggregated,12.857143,0.000000,16,20,23,26,30,38,46,49,50,50,50,130,0,16,19.20390543035375,7.063249999191612,49.84024999430403,42.60769230769231
1779882419,20,,Aggregated,12.875000,0.000000,16,20,23,25,30,34,46,49,50,50,50,149,0,16,18.736826864949382,7.063249999191612,49.84024999430403,42.053691275167786
