Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779881347,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1779881348,5,,Aggregated,0.000000,0.000000,18,18,20,20,22,22,22,22,22,22,22,7,0,18,17.11947613927935,13.293374999193475,21.596625010715798,44.142857142857146
1779881349,10,,Aggregated,0.000000,0.000000,18,22,27,28,30,55,55,55,55,55,55,18,0,18,21.12101383035123,11.536207981407642,54.52079200767912,37.666666666666664
1779881350,15,,Aggregated,5.000000,0.000000,18,20,22,27,30,36,55,55,55,55,55,33,0,18,19.514506272654135,8.963042026152834,54.52079200767912,36.72727272727273
1779881351,20,,Aggregated,6.500000,0.000000,17,21,23,27,36,46,53,55,55,55,55,52,0,16,20.301805250570535,6.8616250064224005,54.52079200767912,39.17307692307692
1779881352,25,,Aggregated,8.666667,0.000000,16,19,22,23,30,43,53,55,55,55,55,73,0,16,18.87870773877183,6.8616250064224005,54.52079200767912,37.95890410958904
1779881353,30,,Aggregated,10.750000,0.000000,15,19,21,23,29,41,53,55,55,55,55,100,0,15,18.07358287886018,6.8616250064224005,54.52079200767912,38.11
1779881354,35,,Aggregated,12.200000,0.000000,15,18,21,22,28,30,46,53,55,55,55,134,0,14,17.105550005894724,6.8616250064224005,54.52079200767912,39.17164179104478
1779881355,40,,Aggregated,14.833333,0.000000,14,17,20,22,28,30,43,53,55,55,55,169,0,14,16.54656456071145,6.8616250064224005,54.52079200767912,39.94082840236686
1779881356,45,,Aggregated,16.428571,0.000000,14,17,19,20,25,29,41,46,55,55,55,206,0,14,15.830732362674892,6.007749994751066,54.52079200767912,39.46601941747573
1779881357,50,,Aggregated,18.000000,0.000000,13,16,18,20,24,29,43,53,82,82,82,250,0,13,15.432092954753898,5.926916986936703,82.23504101624712,39.184
1779881358,55,,Aggregated,20.555556,0.000000,13,16,17,19,22,28,41,53,82,82,82,296,0,13,14.740736178135046,5.926916986936703,82.23504101624712,39.472972972972975
1779881359,60,,Aggregated,22.300000,0.000000,12,15,17,18,22,28,36,46,82,82,82,345,0,12,14.103409039629353,5.926916986936703,82.23504101624712,39.3768115942029
1779881360,65,,Aggregated,26.200000,0.000000,12,14,16,17,21,27,31,46,82,82,82,394,0,12,13.76119943793336,5.926916986936703,82.23504101624712,39.901015228426395
1779881361,70,,Aggregated,30.200000,0.000000,12,15,17,19,24,43,120,150,210,210,210,454,0,12,18.204472175289546,5.926916986936703,214.965499995742,39.82378854625551
1779881362,75,,Aggregated,33.700000,0.000000,12,15,17,19,27,43,120,150,210,210,210,518,0,12,17.878268333253068,5.684833013219759,214.965499995742,40.16023166023166
1779881363,75,,Aggregated,37.900000,0.000000,12,14,16,18,24,41,110,150,210,210,210,570,0,12,17.153544069610927,5.684833013219759,214.965499995742,40.3280701754386
1779881364,75,,Aggregated,41.500000,0.000000,12,14,16,17,23,36,110,140,210,210,210,629,0,12,16.450100144077485,5.684833013219759,214.965499995742,40.60254372019078
1779881365,75,,Aggregated,45.100000,0.000000,11,13,16,17,22,30,100,140,210,210,210,683,0,11,15.957456915847287,5.684833013219759,214.965499995742,40.89458272327965
1779881366,75,,Aggregated,47.700000,0.000000,11,13,15,17,22,29,99,140,210,210,210,745,0,11,15.582925046445652,5.684833013219759,214.965499995742,40.732885906040266
1779881367,75,,Aggregated,50.100000,0.000000,11,13,15,16,21,29,82,140,210,210,210,798,0,11,15.206936443251392,5.684833013219759,214.965499995742,40.73934837092732
1779881368,75,,Aggregated,51.600000,0.000000,11,13,15,16,21,28,55,130,210,210,210,856,0,11,14.846566531202804,5.684833013219759,214.965499995742,40.975467289719624
1779881369,75,,Aggregated,53.600000,0.000000,10,13,14,16,20,28,55,120,210,210,210,917,0,10,14.557937879827293,5.684833013219759,214.965499995742,40.69574700109051
1779881370,75,,Aggregated,54.900000,0.000000,10,13,15,16,20,28,53,120,210,210,210,983,0,10,14.509230234877169,5.684833013219759,214.965499995742,40.78433367243133
1779881371,75,,Aggregated,56.400000,0.000000,10,13,14,16,20,28,53,120,210,210,210,1046,0,10,14.215668009464535,5.684833013219759,214.965499995742,40.82026768642447
1779881372,75,,Aggregated,57.400000,0.000000,10,13,14,16,20,28,51,110,210,210,210,1107,0,10,14.041092017988987,5.684833013219759,214.965499995742,41.18518518518518
1779881373,75,,Aggregated,57.700000,0.000000,10,13,14,16,20,27,49,110,210,210,210,1162,0,10,13.908450399380596,5.684833013219759,214.965499995742,41.251290877796905
1779881374,75,,Aggregated,58.700000,0.000000,10,12,14,15,19,25,49,110,210,210,210,1228,0,10,13.710997856702923,5.684833013219759,214.965499995742,41.149022801302934
1779881375,75,,Aggregated,58.600000,0.000000,10,12,14,15,19,25,48,110,210,210,210,1286,0,10,13.553356881092105,5.684833013219759,214.965499995742,41.181959564541216
1779881376,75,,Aggregated,59.200000,0.000000,10,12,14,15,19,25,46,100,210,210,210,1348,0,10,13.431076186967154,5.684833013219759,214.965499995742,41.14540059347181
1779881377,75,,Aggregated,60.400000,0.000000,10,12,14,16,20,28,58,110,210,210,210,1404,0,10,14.317459663858955,5.684833013219759,214.965499995742,41.1559829059829
1779881378,75,,Aggregated,60.400000,0.000000,10,13,14,16,21,31,85,130,210,210,210,1461,0,10,15.050846992432975,5.684833013219759,214.965499995742,41.03353867214237
1779881379,75,,Aggregated,60.300000,0.000000,10,13,15,16,23,41,89,130,210,210,210,1520,0,10,15.80042261103747,5.684833013219759,214.965499995742,41.09276315789474
1779881380,75,,Aggregated,60.200000,0.000000,10,13,15,16,23,43,89,130,210,210,210,1579,0,10,15.95711409480873,5.684833013219759,214.965499995742,41.07789740341988
1779881381,75,,Aggregated,59.900000,0.000000,10,13,15,16,23,42,86,130,210,210,210,1644,0,10,15.815945629344448,5.634166998788714,214.965499995742,41.11374695863747
1779881382,75,,Aggregated,60.400000,0.000000,10,13,15,16,22,41,86,130,210,210,210,1697,0,10,15.723934535417484,5.634166998788714,214.965499995742,41.113140836770775
1779881383,75,,Aggregated,60.000000,0.000000,10,13,15,16,22,40,85,120,210,210,210,1770,0,10,15.554213131406991,5.634166998788714,214.965499995742,41.11186440677966
1779881384,75,,Aggregated,60.000000,0.000000,10,13,15,16,22,39,83,120,210,210,210,1826,0,10,15.462298692554196,5.634166998788714,214.965499995742,41.03012048192771
1779881385,75,,Aggregated,59.200000,0.000000,10,13,15,16,22,39,82,120,210,210,210,1894,0,10,15.322054883064663,5.634166998788714,214.965499995742,41.0480464625132
1779881386,75,,Aggregated,60.100000,0.000000,10,13,15,16,22,37,78,110,210,210,210,1948,0,10,15.172015865747166,5.634166998788714,214.965499995742,41.063141683778234
1779881387,75,,Aggregated,60.100000,0.000000,10,13,14,16,21,37,76,110,190,210,210,2007,0,10,15.048017869272497,5.634166998788714,214.965499995742,41.086198305929244
1779881388,75,,Aggregated,60.200000,0.000000,10,13,14,16,21,36,76,110,190,210,210,2071,0,10,14.890245790809743,5.3124580008443445,214.965499995742,41.10381458232738
1779881389,75,,Aggregated,61.200000,0.000000,10,13,14,16,21,35,74,110,190,210,210,2123,0,10,14.766020878769538,5.3124580008443445,214.965499995742,41.08949599623175
1779881390,75,,Aggregated,60.400000,0.000000,10,12,14,16,21,36,74,110,190,210,210,2183,0,10,14.794930538563724,5.3124580008443445,214.965499995742,41.128263857077414
1779881391,75,,Aggregated,60.500000,0.000000,10,12,14,16,21,35,73,110,190,210,210,2240,0,10,14.731730278890609,5.3124580008443445,214.965499995742,41.08526785714286
1779881392,75,,Aggregated,60.100000,0.000000,10,13,14,16,21,35,72,110,190,210,210,2296,0,10,14.731843766006147,5.3124580008443445,214.965499995742,41.133710801393725
1779881393,75,,Aggregated,60.100000,0.000000,10,12,14,16,21,33,71,110,190,210,210,2350,0,10,14.634922321209624,5.3124580008443445,214.965499995742,41.16723404255319
1779881394,75,,Aggregated,59.700000,0.000000,10,12,14,16,21,32,70,110,190,210,210,2422,0,10,14.47516078242173,5.3124580008443445,214.965499995742,41.05161023947151
1779881395,75,,Aggregated,59.600000,0.000000,10,12,14,16,21,31,70,110,190,210,210,2483,0,10,14.374537354383856,5.3124580008443445,214.965499995742,41.093032621828435
1779881396,75,,Aggregated,58.700000,0.000000,10,12,14,15,20,30,70,100,190,210,210,2544,0,10,14.28024197568745,5.3124580008443445,214.965499995742,40.99882075471698
1779881397,75,,Aggregated,58.300000,0.000000,10,12,14,15,20,30,69,100,190,210,210,2603,0,10,14.200779532949657,5.3124580008443445,214.965499995742,41.01037264694583
1779881398,75,,Aggregated,58.900000,0.000000,10,12,14,15,20,30,68,100,190,210,210,2665,0,10,14.134998187410957,5.3124580008443445,214.965499995742,41.01913696060038
1779881399,75,,Aggregated,59.100000,0.000000,10,12,14,15,20,30,66,99,190,210,210,2729,0,10,14.028418683204643,5.3124580008443445,214.965499995742,40.924880908757785
1779881400,75,,Aggregated,60.000000,0.000000,10,12,14,15,20,30,68,100,190,210,210,2794,0,10,14.068853930763433,5.204832996241748,214.965499995742,40.89298496778812
1779881401,75,,Aggregated,60.000000,0.000000,10,12,14,15,20,30,65,99,190,210,210,2851,0,10,13.981016577906306,5.204832996241748,214.965499995742,40.95370045598036
1779881402,75,,Aggregated,60.400000,0.000000,10,12,14,15,20,30,63,99,190,210,210,2916,0,10,13.909781637364173,5.204832996241748,214.965499995742,40.8875171467764
1779881403,75,,Aggregated,60.800000,0.000000,10,12,14,15,20,29,63,99,190,210,210,2970,0,10,13.85288111805157,5.204832996241748,214.965499995742,40.86969696969697
1779881404,75,,Aggregated,61.000000,0.000000,10,12,14,15,20,29,63,95,180,210,210,3037,0,10,13.772929139854034,5.204832996241748,214.965499995742,40.87191307211064
1779881405,75,,Aggregated,61.300000,0.000000,10,12,14,15,20,29,62,95,180,210,210,3099,0,10,13.70464067950431,5.204832996241748,214.965499995742,40.8783478541465
1779881406,75,,Aggregated,61.700000,0.000000,10,12,14,15,20,29,59,93,180,210,210,3160,0,10,13.668232397459995,5.204832996241748,214.965499995742,40.803481012658224
1779881407,75,,Aggregated,61.800000,0.000000,10,12,14,15,20,29,58,93,180,210,210,3220,0,10,13.625047592137454,5.204832996241748,214.965499995742,40.86708074534162
1779881408,75,,Aggregated,62.400000,0.000000,10,12,14,15,20,29,58,93,180,210,210,3275,0,10,13.562294043269976,5.204832996241748,214.965499995742,40.78717557251908
1779881409,75,,Aggregated,60.900000,0.000000,10,12,14,15,20,29,58,89,180,210,210,3336,0,10,13.588870962718024,5.204832996241748,214.965499995742,40.8150479616307
1779881410,75,,Aggregated,61.300000,0.000000,10,12,14,15,20,29,57,89,180,210,210,3392,0,10,13.542916896681763,5.204832996241748,214.965499995742,40.78803066037736
1779881411,75,,Aggregated,60.600000,0.000000,10,12,14,15,20,28,55,86,180,210,210,3458,0,10,13.494751527125098,5.204832996241748,214.965499995742,40.678137651821864
1779881412,75,,Aggregated,60.400000,0.000000,10,12,14,15,20,28,55,86,180,210,210,3517,0,10,13.44433245517043,5.204832996241748,214.965499995742,40.63861245379585
1779881413,75,,Aggregated,60.200000,0.000000,10,12,14,15,19,28,55,86,180,210,210,3576,0,10,13.394148021758213,5.204832996241748,214.965499995742,40.57410514541387
1779881414,75,,Aggregated,59.800000,0.000000,10,12,13,15,19,28,53,86,180,210,210,3645,0,10,13.318867077011378,5.204832996241748,214.965499995742,40.63813443072702
1779881415,75,,Aggregated,60.700000,0.000000,10,12,13,15,19,27,53,85,180,210,210,3701,0,10,13.291632363032507,5.204832996241748,214.965499995742,40.62064306944069
1779881416,75,,Aggregated,60.200000,0.000000,10,12,13,15,19,27,51,85,180,210,210,3759,0,10,13.239716902030775,5.204832996241748,214.965499995742,40.6464485235435
