Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1779881166,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1779881167,5,,Aggregated,0.000000,0.000000,26,26,29,29,33,33,33,33,33,33,33,6,0,26,26.47259733445632,19.038875005207956,32.73545898264274,43.666666666666664
1779881168,10,,Aggregated,0.000000,0.000000,26,30,31,31,34,34,34,34,34,34,34,16,0,26,24.75778899861325,13.60216600005515,33.99699999135919,39.5
1779881169,15,,Aggregated,5.000000,0.000000,26,30,33,34,35,70,73,73,73,73,73,32,0,22,27.01088928279205,10.280292015522718,73.37737499619834,40.84375
1779881170,20,,Aggregated,6.000000,0.000000,20,27,30,31,35,69,73,73,73,73,73,48,0,19,24.462848021357786,10.280292015522718,73.37737499619834,41.5
1779881171,25,,Aggregated,8.000000,0.000000,19,26,30,33,42,54,70,73,73,73,73,73,0,19,24.10940633016664,9.084249992156401,73.37737499619834,44.10958904109589
1779881172,30,,Aggregated,10.250000,0.000000,18,24,27,30,35,45,70,73,73,73,73,94,0,18,22.082090362326856,7.646292011486366,73.37737499619834,44.287234042553195
1779881173,30,,Aggregated,12.200000,0.000000,16,19,25,27,34,42,69,70,73,73,73,125,0,16,19.624562944984064,7.646292011486366,73.37737499619834,43.008
1779881174,30,,Aggregated,13.833333,0.000000,16,19,24,26,34,45,73,80,99,99,99,141,0,16,20.079070015055795,7.517333986470476,99.11745900171809,42.312056737588655
1779881175,30,,Aggregated,14.714286,0.000000,14,18,21,25,33,42,70,80,99,99,99,166,0,14,18.801292164338168,7.365625002421439,99.11745900171809,41.933734939759034
1779881176,30,,Aggregated,16.375000,0.000000,14,17,20,24,31,42,70,80,99,99,99,190,0,14,18.175358111865965,7.365625002421439,99.11745900171809,42.34736842105263
1779881177,30,,Aggregated,16.777778,0.000000,14,17,21,24,30,40,69,73,99,99,99,209,0,14,18.179011168142193,7.365625002421439,99.11745900171809,42.31578947368421
1779881178,30,,Aggregated,17.500000,0.000000,14,18,21,25,33,42,69,73,99,99,99,232,0,14,18.423008793841543,7.365625002421439,99.11745900171809,42.383620689655174
1779881179,30,,Aggregated,19.600000,0.000000,14,18,21,24,33,42,54,73,99,99,99,258,0,14,18.361160198638085,7.365625002421439,99.11745900171809,42.36821705426357
1779881180,30,,Aggregated,20.900000,0.000000,14,18,21,24,33,42,63,73,99,99,99,284,0,14,18.3420985817014,7.136874977732077,99.11745900171809,41.59507042253521
1779881181,30,,Aggregated,21.900000,0.000000,14,17,20,23,33,40,56,70,99,99,99,306,0,14,17.924098981132737,7.136874977732077,99.11745900171809,40.38235294117647
1779881182,30,,Aggregated,22.900000,0.000000,14,17,21,23,33,42,56,70,99,99,99,328,0,14,18.021640997442486,7.136874977732077,99.11745900171809,39.77743902439025
1779881183,30,,Aggregated,23.300000,0.000000,14,17,20,22,30,40,55,70,99,99,99,356,0,14,17.65582081224126,7.136874977732077,99.11745900171809,39.609550561797754
1779881184,30,,Aggregated,23.400000,0.000000,13,17,20,22,30,38,55,70,99,99,99,378,0,13,17.303245920899187,6.947916001081467,99.11745900171809,39.51587301587302
1779881185,30,,Aggregated,23.600000,0.000000,13,16,19,22,30,38,55,70,99,99,99,399,0,13,17.133394739547402,6.947916001081467,99.11745900171809,39.67919799498747
1779881186,30,,Aggregated,23.300000,0.000000,13,16,19,21,30,37,54,69,99,99,99,420,0,13,17.015970835858578,6.947916001081467,99.11745900171809,39.44285714285714
1779881187,30,,Aggregated,23.200000,0.000000,13,16,19,21,29,37,54,69,99,99,99,442,0,13,16.905583240032804,6.947916001081467,99.11745900171809,39.484162895927604
1779881188,30,,Aggregated,22.900000,0.000000,13,16,19,21,29,36,48,69,99,99,99,465,0,13,16.789922935597758,6.947916001081467,99.11745900171809,39.66451612903226
1779881189,30,,Aggregated,22.500000,0.000000,13,16,19,20,28,35,48,69,99,99,99,490,0,13,16.60380807363105,6.947916001081467,99.11745900171809,39.977551020408164
1779881190,30,,Aggregated,23.400000,0.000000,13,16,19,20,28,36,47,63,99,99,99,515,0,13,16.553019165079498,6.947916001081467,99.11745900171809,39.96893203883495
1779881191,30,,Aggregated,23.500000,0.000000,13,16,18,20,27,35,47,63,99,99,99,538,0,13,16.43985175465097,6.947916001081467,99.11745900171809,39.9368029739777
1779881192,30,,Aggregated,22.900000,0.000000,13,16,18,20,27,35,47,69,99,99,99,559,0,13,16.456521830100012,6.947916001081467,99.11745900171809,39.76207513416816
